Line,HTLC,BA,BD,BLC,CWAC,CWAL,DBH,HT,rootnum,rootnumbin,gall,rustbin,c5c6,density,lateWood.4,lignin,stiffnessTree
1088450,12.38,-1.056,0.01078,0.03351,32.65,1.268,0.5545,-3.454,0.3955,0.1077,-0.3428,-0.08344,0.5378,-0.4713,-0.3941,0.1946,0.06318
1083824,-10.73,1.468,0.1004,-0.1994,33.51,26.85,0.2105,17.95,0.3108,0.08106,-0.1259,-0.06284,0.952,-0.03653,0.02816,-0.2662,-0.3555
1090216,18.38,2.841,0.02198,0.4534,-1.904,-6.143,0.1308,44.36,-0.4645,-0.15,0.2699,0.1529,-0.5128,-1.078,-0.3892,0.01174,0.1879
1093456,-3.069,4.06,-0.09622,0.03648,-61.17,-24.96,-1.073,-15.04,0.03289,-0.0004421,0.02299,0.1428,-0.1476,-0.183,0.5939,-0.1001,1.663
1085238,-0.1516,-2.389,0.1036,-0.2764,9.901,8.961,0.6889,21.61,-0.1889,-0.021,-0.5061,-0.279,-0.1403,-0.4773,-0.8286,0.1777,-0.09789
1080300,9.559,1.116,0.1107,0.1715,-24.42,-6.555,-0.1726,-75.03,0.3078,0.1442,-0.003713,-0.09668,0.1301,0.1808,0.1461,0.1891,0.5735
1091206,-6.143,-4.406,0.1014,-0.3014,35.33,28.85,1.199,130.2,-0.1108,-0.0238,0.04777,-0.05221,-0.2519,-0.2244,-0.3442,0.2275,0.4389
1086456,-13.03,5.104,-0.02145,-0.07248,-28.88,-14.07,-1.051,-46.34,-0.3476,-0.07504,0.05351,0.1101,-0.09735,0.634,0.3165,-0.2085,-0.6022
1088074,-1.246,2.434,0.06723,-0.2922,-4.72,-3.073,0.6164,35.03,0.1337,0.08224,-0.2264,-0.1847,1.872,-0.3635,-0.1642,-0.298,0.3022
1085714,-11.12,7.654,-0.02203,-0.003997,1.893,-9.711,0.1998,26.76,0.4061,0.1079,0.1755,0.1413,0.3348,0.8638,0.9004,-0.1061,-0.3473
1084646,12.7,3.529,0.009945,0.5407,-2.709,0.2774,1.517,74.9,-0.1144,-0.06555,0.021864132,0.000104009,0.5961,0.5784,0.4262,-0.2274,0.3536
1087030,6.308,-5.881,-0.02356,0.1807,13.41,10.07,0.4895,4.718,-0.09518,0.03012,0.4921,0.229,0.4462,-0.1264,0.03819,-0.3302,-0.01093
1083934,5.916,1.968,0.07357,-0.3729,13.49,16.52,0.1053,19.88,0.3052,0.1584,0.3312,0.1265,1.153,0.2313,0.3625,-0.4969,0.01794
1093416,11.72,7.713,-0.01723,-0.02591,-51.09,-23.09,-0.5155,-5.299,-0.1352,-0.04727,-0.06945,0.0231,-0.3009,-0.205,0.3287,-0.09613,0.6077
1082216,-19.28,1.025,-0.04573,-0.4135,-2.499,-12.17,-1.235,-38.92,0.2166,0.0693,-0.08587,-0.05414,0.6826,0.3295,0.6594,-0.1164,1.246
1086886,13.71,4.384,-0.09832,0.2176,-45.58,-20.95,-0.9667,1.262,0.08006,0.02111,-0.3245,-0.1511,1.124,1.01,0.6684,-0.248,0.06541
